,Player,Round,Pick,Draft Year,College,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
659,James Anderson,1,20,2010,Oklahoma State,33,33,34.1,6.8,15.0,4.6,8.4,2.2,6.6,6.3,7.8,1.9,3.9,5.8,2.4,1.4,0.6,2.4,2.7,22.3,0.457,0.549,0.341,0.81,0.596,0.532,G
660,Al-Farouq Aminu,1,8,2010,Wake Forest,31,30,31.3,5.4,12.1,4.8,9.9,0.6,2.1,4.5,6.4,4.3,6.4,10.7,1.3,1.4,1.4,3.2,2.9,15.8,0.447,0.484,0.273,0.698,0.524,0.471,F
661,Lavoy Allen,2,50,2011,Temple,68,67,34.2,4.8,9.4,4.6,8.8,0.1,0.6,1.8,2.8,3.1,6.6,9.7,2.3,0.6,1.6,1.6,2.3,11.5,0.508,0.525,0.25,0.663,0.538,0.516,F
662,Kadeem Allen,2,53,2017,Arizona,68,61,27.5,3.0,6.6,2.3,4.8,0.7,1.8,2.3,3.1,0.3,3.3,3.6,3.3,1.3,0.7,2.0,2.4,9.1,0.459,0.482,0.4,0.725,0.56,0.514,G
663,Jarrett Allen,1,22,2017,Texas,33,33,32.2,5.4,9.6,5.4,9.4,0.0,0.2,2.5,4.5,3.0,5.4,8.4,0.8,0.6,1.5,2.5,2.1,13.4,0.566,0.579,0.0,0.564,0.571,0.566,F
664,Grayson Allen,1,21,2018,Duke,142,97,27.9,4.3,9.9,2.2,4.5,2.0,5.4,3.5,4.2,0.5,2.6,3.2,3.0,1.0,0.1,1.7,2.1,14.1,0.43,0.49,0.38,0.834,0.591,0.533,G
665,Nickeil Alexander-Walker,1,17,2019,Virginia Tech,67,67,29.9,4.7,10.1,3.0,5.6,1.7,4.5,2.4,3.1,0.6,3.4,4.0,2.7,1.4,0.5,2.2,1.9,13.5,0.464,0.529,0.383,0.763,0.582,0.549,G
666,Cole Aldrich,1,11,2010,Kansas,36,36,26.8,4.1,7.4,4.1,7.4,0.0,0.0,3.0,4.4,3.1,6.8,9.8,0.9,0.8,3.5,1.6,2.6,11.3,0.562,0.562,,0.679,0.596,0.562,C
667,Santi Aldama,1,30,2021,Loyola (MD),27,26,33.3,7.3,14.7,5.6,9.2,1.7,5.4,2.8,4.4,1.7,7.5,9.2,2.2,1.0,1.7,2.9,2.0,19.0,0.495,0.606,0.306,0.639,0.567,0.552,F
668,Solomon Alabi,2,50,2010,Florida State,32,32,25.6,4.2,7.8,4.2,7.8,0.0,0.0,3.4,4.3,2.5,3.7,6.2,0.5,0.6,2.3,1.9,2.3,11.7,0.534,0.534,,0.794,0.596,0.534,C
669,Ochai Agbaji,1,14,2022,Kansas,122,116,32.6,4.8,10.8,2.8,5.3,2.0,5.5,1.8,2.5,1.0,3.4,4.4,1.6,1.0,0.5,1.7,1.8,13.5,0.448,0.526,0.373,0.714,0.564,0.542,G
670,Bam Adebayo,1,14,2017,Kentucky,38,38,30.1,4.5,7.5,4.5,7.5,0.0,0.0,4.1,6.2,3.1,4.9,8.0,0.8,0.7,1.5,1.7,2.6,13.0,0.599,0.599,,0.653,0.624,0.599,F
671,Steven Adams,1,12,2013,Pittsburgh,32,32,23.4,3.1,5.5,3.1,5.5,0.0,0.0,1.0,2.2,2.8,3.5,6.3,0.6,0.7,2.0,1.1,1.6,7.2,0.571,0.571,,0.443,0.555,0.571,C
672,Jordan Adams,1,22,2014,UCLA,69,63,30.2,5.4,11.6,4.0,7.3,1.4,4.3,4.2,5.0,1.3,3.3,4.6,2.1,2.4,0.2,1.4,2.1,16.4,0.467,0.548,0.331,0.839,0.589,0.529,G
673,Quincy Acy,2,37,2012,Baylor,105,56,27.9,4.1,6.9,4.1,6.8,0.0,0.1,3.0,4.0,2.4,4.3,6.7,0.7,0.8,1.4,1.7,2.7,11.2,0.594,0.596,0.429,0.731,0.634,0.597,F
674,Precious Achiuwa,1,20,2020,Memphis,31,31,30.4,5.9,11.9,5.5,10.6,0.4,1.3,3.6,6.0,3.0,7.8,10.8,1.0,1.1,1.9,2.8,2.4,15.8,0.493,0.514,0.325,0.599,0.534,0.511,F
